layer_type,method,local_port,remote_port,req_content_length,resp_content_length,resp_vary,status_code,target,content_length_ratio,large_req,large_resp
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,151,50,Origin,401,xss,0.33112582781456956,1,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,151,33,Origin,200,xss,0.2185430463576159,1,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,132,33,Origin,200,xss,0.25,0,0
SINGLE_LAYERED,POST,1234,38344,175,50,Origin,401,xss,0.2857142857142857,1,0
SINGLE_LAYERED,POST,1234,38344,175,50,Origin,401,xss,0.2857142857142857,1,0
SINGLE_LAYERED,POST,1234,38344,175,50,Origin,401,xss,0.2857142857142857,1,0
SINGLE_LAYERED,POST,1234,38344,175,50,Origin,401,xss,0.2857142857142857,1,0
SINGLE_LAYERED,POST,1234,38344,175,50,Origin,401,xss,0.2857142857142857,1,0
SINGLE_LAYERED,POST,1234,38344,89,33,Origin,200,sql_injection,0.3707865168539326,0,0
SINGLE_LAYERED,POST,1234,38344,175,33,Origin,200,xss,0.18857142857142858,1,0
SINGLE_LAYERED,POST,1234,38344,175,33,Origin,200,xss,0.18857142857142858,1,0
SINGLE_LAYERED,POST,1234,38344,175,33,Origin,200,xss,0.18857142857142858,1,0
SINGLE_LAYERED,POST,1234,38344,175,33,Origin,200,xss,0.18857142857142858,1,0
SINGLE_LAYERED,POST,1234,38344,175,33,Origin,200,xss,0.18857142857142858,1,0
SINGLE_LAYERED,POST,1234,38344,175,33,Origin,200,xss,0.18857142857142858,1,0
SINGLE_LAYERED,POST,1234,38344,175,33,Origin,200,xss,0.18857142857142858,1,0
SINGLE_LAYERED,POST,1234,38344,175,33,Origin,200,xss,0.18857142857142858,1,0
SINGLE_LAYERED,POST,1234,38344,175,33,Origin,200,xss,0.18857142857142858,1,0
SINGLE_LAYERED,POST,1234,38344,175,33,Origin,200,xss,0.18857142857142858,1,0
SINGLE_LAYERED,POST,1234,38344,175,33,Origin,200,xss,0.18857142857142858,1,0
SINGLE_LAYERED,POST,1234,38344,175,33,Origin,200,xss,0.18857142857142858,1,0
SINGLE_LAYERED,POST,1234,38344,175,33,Origin,200,xss,0.18857142857142858,1,0
SINGLE_LAYERED,POST,1234,38344,175,33,Origin,200,xss,0.18857142857142858,1,0
SINGLE_LAYERED,POST,1234,38344,175,33,Origin,200,xss,0.18857142857142858,1,0
SINGLE_LAYERED,POST,1234,38344,175,33,Origin,200,xss,0.18857142857142858,1,0
SINGLE_LAYERED,POST,1234,38344,175,33,Origin,200,xss,0.18857142857142858,1,0
SINGLE_LAYERED,POST,1234,38344,175,33,Origin,200,xss,0.18857142857142858,1,0
SINGLE_LAYERED,POST,1234,38344,175,33,Origin,200,xss,0.18857142857142858,1,0
SINGLE_LAYERED,POST,1234,38344,175,33,Origin,200,xss,0.18857142857142858,1,0
SINGLE_LAYERED,POST,1234,38344,175,33,Origin,200,xss,0.18857142857142858,1,0
SINGLE_LAYERED,POST,1234,38344,175,33,Origin,200,xss,0.18857142857142858,1,0
SINGLE_LAYERED,POST,1234,45610,89,33,Origin,200,sql_injection,0.3707865168539326,0,0
SINGLE_LAYERED,POST,1234,45610,89,33,Origin,200,sql_injection,0.3707865168539326,0,0
Unknown,POST,1234,45610,48,62,Origin,401,ssrf,1.2916666666666667,0,1
SINGLE_LAYERED,POST,1234,45610,48,62,Origin,401,sql_injection,1.2916666666666667,0,1
Unknown,POST,1234,45610,59,62,Origin,401,ssrf,1.0508474576271187,0,1
SINGLE_LAYERED,POST,1234,45610,66,62,Origin,401,xss,0.9393939393939394,0,1
Unknown,POST,1234,45610,67,62,Origin,401,ssrf,0.9253731343283582,0,1
Unknown,POST,1234,45610,70,62,Origin,401,ssrf,0.8857142857142857,0,1
Unknown,POST,1234,45610,66,62,Origin,401,ssrf,0.9393939393939394,0,1
Unknown,POST,1234,45610,69,62,Origin,401,ssrf,0.8985507246376812,0,1
Unknown,POST,1234,45610,68,62,Origin,401,ssrf,0.9117647058823529,0,1
Unknown,POST,1234,45610,71,62,Origin,401,ssrf,0.8732394366197183,0,1
Unknown,POST,1234,45610,67,62,Origin,401,ssrf,0.9253731343283582,0,1
Unknown,POST,1234,45610,70,62,Origin,401,ssrf,0.8857142857142857,0,1
Unknown,POST,1234,45610,66,62,Origin,401,ssrf,0.9393939393939394,0,1
Unknown,POST,1234,45610,69,62,Origin,401,ssrf,0.8985507246376812,0,1
SINGLE_LAYERED,POST,1234,45610,87,62,Origin,401,sql_injection,0.7126436781609196,0,1
SINGLE_LAYERED,POST,1234,45610,87,62,Origin,401,sql_injection,0.7126436781609196,0,1
SINGLE_LAYERED,POST,1234,45610,86,64,Origin,403,sql_injection,0.7441860465116279,0,1
SINGLE_LAYERED,POST,1234,45610,86,33,Origin,200,sql_injection,0.38372093023255816,0,0
SINGLE_LAYERED,POST,1234,45610,86,33,Origin,200,sql_injection,0.38372093023255816,0,0
SINGLE_LAYERED,POST,1234,45610,77,64,Origin,403,sql_injection,0.8311688311688312,0,1
